COMPANYID;CEQID;CANID;DATA;DT_INTEGRACAO;LAT;LON;ALT;DIRECTION;SPEED;FAMILYCODE;FUNCTION;ERRORTAGS;TYPE;TEXT;UNIFIEDVALUE;UOM;VALUE
ACC000028047;CEQ000439555;7411;22/09/2023 01:40:52;22/09/2023 04:44:25;-22.639482;-50.091972;540.93;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;22/09/2023 01:39:42;22/09/2023 04:44:25;-22.639484;-50.091957;544.05;0;;BC_HYD_PRESS;last;;Numeric;;405;KPA;405
ACC000028047;CEQ000439555;7411;22/09/2023 01:37:42;22/09/2023 04:44:25;-22.63957;-50.091892;544.06;0;;BC_HYD_PRESS;last;;Numeric;;415;KPA;415
ACC000028047;CEQ000439555;7411;22/09/2023 02:47:04;22/09/2023 06:35:18;-22.644249;-50.093437;536.78;18.7;;BC_HYD_PRESS;last;;Numeric;;7035;KPA;7035
ACC000028047;CEQ000439555;7411;22/09/2023 02:46:03;22/09/2023 06:35:18;-22.644804;-50.093662;540.38;26.6;;BC_HYD_PRESS;last;;Numeric;;3825;KPA;3825
ACC000028047;CEQ000439555;7411;22/09/2023 03:06:27;22/09/2023 06:35:18;-22.638071;-50.09179;541.94;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;22/09/2023 03:05:26;22/09/2023 06:35:18;-22.638073;-50.091793;542.98;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;22/09/2023 03:04:26;22/09/2023 06:35:18;-22.638062;-50.09178;544.61;0;;BC_HYD_PRESS;last;;Numeric;;310;KPA;310
ACC000028047;CEQ000439555;7411;22/09/2023 03:03:26;22/09/2023 06:35:18;-22.638062;-50.091778;543.65;0;;BC_HYD_PRESS;last;;Numeric;;310;KPA;310
ACC000028047;CEQ000439555;7411;22/09/2023 03:02:26;22/09/2023 06:35:18;-22.638075;-50.091793;541.14;0;;BC_HYD_PRESS;last;;Numeric;;320;KPA;320
ACC000028047;CEQ000439555;7411;22/09/2023 03:01:27;22/09/2023 06:35:18;-22.638071;-50.091785;541.34;0;;BC_HYD_PRESS;last;;Numeric;;320;KPA;320
ACC000028047;CEQ000439555;7411;22/09/2023 02:56:05;22/09/2023 06:35:18;-22.63806;-50.091766;538.49;0;;BC_HYD_PRESS;last;;Numeric;;425;KPA;425
ACC000028047;CEQ000439555;7411;22/09/2023 02:49:04;22/09/2023 06:35:18;-22.642166;-50.092697;535.92;19.9;;BC_HYD_PRESS;last;;Numeric;;4630;KPA;4630
ACC000028047;CEQ000439555;7411;22/09/2023 02:42:02;22/09/2023 05:44:23;-22.641985;-50.092777;538.22;200.4;;BC_HYD_PRESS;last;;Numeric;;5430;KPA;5430
ACC000028047;CEQ000439555;7411;22/09/2023 02:41:01;22/09/2023 05:44:23;-22.64105;-50.092464;540.31;197.2;;BC_HYD_PRESS;last;;Numeric;;4790;KPA;4790
ACC000028047;CEQ000439555;7411;22/09/2023 02:40:01;22/09/2023 05:44:23;-22.64016;-50.09218;536.21;194.8;;BC_HYD_PRESS;last;;Numeric;;6165;KPA;6165
ACC000028047;CEQ000439555;7411;22/09/2023 01:42:57;22/09/2023 04:44:25;-22.63949;-50.091965;538.05;0;;BC_HYD_PRESS;last;;Numeric;;310;KPA;310
ACC000028047;CEQ000439555;7411;22/09/2023 01:41:57;22/09/2023 04:44:25;-22.639488;-50.09197;538.68;0;;BC_HYD_PRESS;last;;Numeric;;310;KPA;310
ACC000028047;CEQ000439555;7411;22/09/2023 01:38:41;22/09/2023 04:44:25;-22.639402;-50.09193;547.58;160.4;;BC_HYD_PRESS;last;;Numeric;;410;KPA;410
ACC000028047;CEQ000439555;7411;22/09/2023 02:57:02;22/09/2023 06:35:18;-22.638075;-50.09178;540.34;0;;BC_HYD_PRESS;last;;Numeric;;400;KPA;400
ACC000028047;CEQ000439555;7411;22/09/2023 02:48:03;22/09/2023 06:35:18;-22.643234;-50.09308;538.01;18.8;;BC_HYD_PRESS;last;;Numeric;;7550;KPA;7550
ACC000028047;CEQ000439555;7411;22/09/2023 01:36:42;22/09/2023 04:44:25;-22.639566;-50.091896;544.53;0;;BC_HYD_PRESS;last;;Numeric;;415;KPA;415
ACC000028047;CEQ000439555;7411;22/09/2023 01:35:41;22/09/2023 04:44:25;-22.639538;-50.09192;544.82;0;;BC_HYD_PRESS;last;;Numeric;;3095;KPA;3095
ACC000028047;CEQ000439555;7411;22/09/2023 02:45:03;22/09/2023 06:35:18;-22.644697;-50.093742;544.01;201.5;;BC_HYD_PRESS;last;;Numeric;;3840;KPA;3840
ACC000028047;CEQ000439555;7411;22/09/2023 02:44:03;22/09/2023 06:35:18;-22.643896;-50.093464;541.48;201.6;;BC_HYD_PRESS;last;;Numeric;;6530;KPA;6530
ACC000028047;CEQ000439555;7411;22/09/2023 02:43:03;22/09/2023 06:35:18;-22.642933;-50.09312;540.39;196.9;;BC_HYD_PRESS;last;;Numeric;;5235;KPA;5235
ACC000028047;CEQ000439555;7411;21/09/2023 23:56:23;22/09/2023 03:06:53;-22.637653;-50.087055;551.18;0;;BC_HYD_PRESS;last;;Numeric;;295;KPA;295
ACC000028047;CEQ000439555;7411;21/09/2023 23:38:13;22/09/2023 03:06:53;-22.638342;-50.087166;554.26;0;;BC_HYD_PRESS;last;;Numeric;;6730;KPA;6730
ACC000028047;CEQ000439555;7411;22/09/2023 03:23:05;22/09/2023 06:35:18;-22.639004;-50.091904;541.18;0;;BC_HYD_PRESS;last;;Numeric;;380;KPA;380
ACC000028047;CEQ000439555;7411;22/09/2023 03:22:05;22/09/2023 06:35:18;-22.638596;-50.09183;537.94;184.5;;BC_HYD_PRESS;last;;Numeric;;380;KPA;380
ACC000028047;CEQ000439555;7411;22/09/2023 03:21:04;22/09/2023 06:35:18;-22.638226;-50.091816;542.36;0;;BC_HYD_PRESS;last;;Numeric;;400;KPA;400
ACC000028047;CEQ000439555;7411;22/09/2023 03:20:05;22/09/2023 06:35:18;-22.638077;-50.09177;539.33;338.5;;BC_HYD_PRESS;last;;Numeric;;375;KPA;375
ACC000028047;CEQ000439555;7411;22/09/2023 03:19:05;22/09/2023 06:35:18;-22.638096;-50.091778;537.36;0;;BC_HYD_PRESS;last;;Numeric;;295;KPA;295
ACC000028047;CEQ000439555;7411;22/09/2023 03:18:04;22/09/2023 06:35:18;-22.638094;-50.091778;537.86;0;;BC_HYD_PRESS;last;;Numeric;;295;KPA;295
ACC000028047;CEQ000439555;7411;22/09/2023 03:17:04;22/09/2023 06:35:18;-22.63809;-50.091778;538.12;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;22/09/2023 03:16:19;22/09/2023 06:35:18;-22.638086;-50.09178;538.51;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;22/09/2023 03:15:04;22/09/2023 06:35:18;-22.638088;-50.09178;539.21;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;22/09/2023 03:13:50;22/09/2023 06:35:18;-22.638086;-50.09179;538.74;0;;BC_HYD_PRESS;last;;Numeric;;390;KPA;390
ACC000028047;CEQ000439555;7411;22/09/2023 03:13:28;22/09/2023 06:35:18;-22.638088;-50.09179;538.4;0;;BC_HYD_PRESS;last;;Numeric;;400;KPA;400
ACC000028047;CEQ000439555;7411;22/09/2023 00:19:29;22/09/2023 03:24:49;-22.64504;-50.089035;556.04;13.8;;BC_HYD_PRESS;last;;Numeric;;4955;KPA;4955
ACC000028047;CEQ000439555;7411;22/09/2023 00:18:29;22/09/2023 03:24:49;-22.646004;-50.089314;556.16;13.9;;BC_HYD_PRESS;last;;Numeric;;4560;KPA;4560
ACC000028047;CEQ000439555;7411;22/09/2023 00:07:27;22/09/2023 03:14:17;-22.638472;-50.087193;565.23;187.5;;BC_HYD_PRESS;last;;Numeric;;4290;KPA;4290
ACC000028047;CEQ000439555;7411;22/09/2023 00:17:29;22/09/2023 03:24:49;-22.646736;-50.08955;556.18;0;;BC_HYD_PRESS;last;;Numeric;;3015;KPA;3015
ACC000028047;CEQ000439555;7411;22/09/2023 00:06:26;22/09/2023 03:06:53;-22.63737;-50.087036;565.59;186.3;;BC_HYD_PRESS;last;;Numeric;;4580;KPA;4580
ACC000028047;CEQ000439555;7411;22/09/2023 03:16:04;22/09/2023 06:35:18;-22.638086;-50.09178;538.91;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;22/09/2023 00:16:28;22/09/2023 03:24:49;-22.64685;-50.08961;565.31;193.2;;BC_HYD_PRESS;last;;Numeric;;420;KPA;420
ACC000028047;CEQ000439555;7411;22/09/2023 00:15:29;22/09/2023 03:24:49;-22.646343;-50.089455;565.34;196;;BC_HYD_PRESS;last;;Numeric;;3765;KPA;3765
ACC000028047;CEQ000439555;7411;22/09/2023 00:05:26;22/09/2023 03:06:53;-22.6363;-50.086903;564.38;187.8;;BC_HYD_PRESS;last;;Numeric;;4805;KPA;4805
ACC000028047;CEQ000439555;7411;22/09/2023 00:04:27;22/09/2023 03:06:53;-22.635252;-50.086746;564.19;191.5;;BC_HYD_PRESS;last;;Numeric;;5075;KPA;5075
ACC000028047;CEQ000439555;7411;21/09/2023 23:55:22;22/09/2023 03:06:53;-22.637644;-50.08706;550.97;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;21/09/2023 23:54:22;22/09/2023 03:06:53;-22.637638;-50.08706;550.38;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;21/09/2023 23:53:22;22/09/2023 03:06:53;-22.637642;-50.08706;551.01;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;22/09/2023 00:13:29;22/09/2023 03:24:49;-22.644358;-50.088905;564.54;196.4;;BC_HYD_PRESS;last;;Numeric;;4540;KPA;4540
ACC000028047;CEQ000439555;7411;22/09/2023 00:03:26;22/09/2023 03:06:53;-22.634172;-50.086727;563.45;166;;BC_HYD_PRESS;last;;Numeric;;4285;KPA;4285
ACC000028047;CEQ000439555;7411;21/09/2023 23:52:22;22/09/2023 03:06:53;-22.637648;-50.087055;551.65;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;21/09/2023 23:51:21;22/09/2023 03:06:53;-22.63765;-50.087055;552.05;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;22/09/2023 00:12:28;22/09/2023 03:14:17;-22.643358;-50.08861;563.16;195;;BC_HYD_PRESS;last;;Numeric;;5145;KPA;5145
ACC000028047;CEQ000439555;7411;21/09/2023 23:50:21;22/09/2023 03:06:53;-22.63765;-50.087055;553.01;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;21/09/2023 23:49:21;22/09/2023 03:06:53;-22.637648;-50.087055;553.23;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;21/09/2023 23:48:21;22/09/2023 03:06:53;-22.637651;-50.08706;554.09;0;;BC_HYD_PRESS;last;;Numeric;;305;KPA;305
ACC000028047;CEQ000439555;7411;22/09/2023 00:11:28;22/09/2023 03:14:17;-22.642374;-50.08829;561.93;196.3;;BC_HYD_PRESS;last;;Numeric;;5045;KPA;5045
ACC000028047;CEQ000439555;7411;22/09/2023 00:02:26;22/09/2023 03:06:53;-22.634068;-50.086693;558.8;0;;BC_HYD_PRESS;last;;Numeric;;3125;KPA;3125
ACC000028047;CEQ000439555;7411;22/09/2023 00:01:24;22/09/2023 03:06:53;-22.63506;-50.086647;557.42;7.9;;BC_HYD_PRESS;last;;Numeric;;5120;KPA;5120
ACC000028047;CEQ000439555;7411;21/09/2023 23:47:21;22/09/2023 03:06:53;-22.637655;-50.08705;555.19;0;;BC_HYD_PRESS;last;;Numeric;;310;KPA;310
ACC000028047;CEQ000439555;7411;21/09/2023 22:49:33;22/09/2023 02:13:27;-22.635592;-50.086803;569.2;0;;BC_HYD_PRESS;last;;Numeric;;390;KPA;390
ACC000028047;CEQ000439555;7411;22/09/2023 00:10:28;22/09/2023 03:14:17;-22.641401;-50.087975;562.06;196.1;;BC_HYD_PRESS;last;;Numeric;;4910;KPA;4910
ACC000028047;CEQ000439555;7411;22/09/2023 00:00:23;22/09/2023 03:06:53;-22.63626;-50.086853;555.35;6;;BC_HYD_PRESS;last;;Numeric;;6525;KPA;6525
ACC000028047;CEQ000439555;7411;22/09/2023 00:09:28;22/09/2023 03:14:17;-22.640406;-50.08767;564.16;193.7;;BC_HYD_PRESS;last;;Numeric;;4830;KPA;4830
ACC000028047;CEQ000439555;7411;22/09/2023 00:08:27;22/09/2023 03:14:17;-22.639486;-50.087433;564.69;194.7;;BC_HYD_PRESS;last;;Numeric;;3245;KPA;3245
ACC000028047;CEQ000439555;7411;21/09/2023 23:59:23;22/09/2023 03:06:53;-22.63736;-50.087;555.5;5.8;;BC_HYD_PRESS;last;;Numeric;;5285;KPA;5285
ACC000028047;CEQ000439555;7411;21/09/2023 23:58:23;22/09/2023 03:06:53;-22.637615;-50.087032;556.19;197.7;;BC_HYD_PRESS;last;;Numeric;;3195;KPA;3195
ACC000028047;CEQ000439555;7411;21/09/2023 23:57:23;22/09/2023 03:06:53;-22.637653;-50.087063;551.06;0;;BC_HYD_PRESS;last;;Numeric;;390;KPA;390
ACC000028047;CEQ000439555;7411;22/09/2023 04:43:21;22/09/2023 08:23:32;-22.636923;-50.091854;538.25;180.8;;BC_HYD_PRESS;last;;Numeric;;7960;KPA;7960
ACC000028047;CEQ000439555;7411;22/09/2023 04:42:20;22/09/2023 08:23:32;-22.635883;-50.091915;539.58;174.6;;BC_HYD_PRESS;last;;Numeric;;8835;KPA;8835
ACC000028047;CEQ000439555;7411;22/09/2023 04:41:20;22/09/2023 08:23:32;-22.63497;-50.09212;537.68;162;;BC_HYD_PRESS;last;;Numeric;;5295;KPA;5295
ACC000028047;CEQ000439555;7411;22/09/2023 01:02:36;22/09/2023 04:16:13;-22.63944;-50.08993;547.03;267.6;;BC_HYD_PRESS;last;;Numeric;;415;KPA;415
ACC000028047;CEQ000439555;7411;22/09/2023 00:58:35;22/09/2023 04:16:13;-22.639486;-50.087357;564.33;315;;BC_HYD_PRESS;last;;Numeric;;415;KPA;415
ACC000028047;CEQ000439555;7411;21/09/2023 01:59:33;22/09/2023 00:26:58;-22.627914;-50.0907;560.96;0;;BC_HYD_PRESS;last;;Numeric;;285;KPA;285
ACC000028047;CEQ000439555;7411;22/09/2023 01:05:36;22/09/2023 04:16:13;-22.639505;-50.091988;546.75;0;;BC_HYD_PRESS;last;;Numeric;;365;KPA;365
ACC000028047;CEQ000439555;7411;22/09/2023 01:04:36;22/09/2023 04:16:13;-22.639444;-50.091785;540.12;274;;BC_HYD_PRESS;last;;Numeric;;410;KPA;410
ACC000028047;CEQ000439555;7411;22/09/2023 01:09:37;22/09/2023 04:16:13;-22.63836;-50.09183;556.84;1.8;;BC_HYD_PRESS;last;;Numeric;;5645;KPA;5645
ACC000028047;CEQ000439555;7411;22/09/2023 01:08:37;22/09/2023 04:16:13;-22.639215;-50.09193;555.08;6.9;;BC_HYD_PRESS;last;;Numeric;;3665;KPA;3665
ACC000028047;CEQ000439555;7411;22/09/2023 01:07:37;22/09/2023 04:16:13;-22.639423;-50.091953;550.29;16.8;;BC_HYD_PRESS;last;;Numeric;;3185;KPA;3185
ACC000028047;CEQ000439555;7411;22/09/2023 01:06:37;22/09/2023 04:16:13;-22.639505;-50.09198;549.83;0;;BC_HYD_PRESS;last;;Numeric;;395;KPA;395
ACC000028047;CEQ000439555;7411;22/09/2023 01:03:36;22/09/2023 04:16:13;-22.63945;-50.090813;543.77;267.2;;BC_HYD_PRESS;last;;Numeric;;410;KPA;410
ACC000028047;CEQ000439555;7411;22/09/2023 01:01:36;22/09/2023 04:16:13;-22.639458;-50.089127;550.56;271.4;;BC_HYD_PRESS;last;;Numeric;;410;KPA;410
ACC000028047;CEQ000439555;7411;22/09/2023 00:53:34;22/09/2023 04:16:13;-22.643372;-50.088554;562;0;;BC_HYD_PRESS;last;;Numeric;;425;KPA;425
ACC000028047;CEQ000439555;7411;22/09/2023 00:52:34;22/09/2023 04:16:13;-22.643734;-50.088654;560.19;14;;BC_HYD_PRESS;last;;Numeric;;3980;KPA;3980
ACC000028047;CEQ000439555;7411;22/09/2023 00:51:34;22/09/2023 04:16:13;-22.644756;-50.08894;558.04;12.8;;BC_HYD_PRESS;last;;Numeric;;4055;KPA;4055
ACC000028047;CEQ000439555;7411;22/09/2023 01:00:36;22/09/2023 04:16:13;-22.63947;-50.08841;552.98;0;;BC_HYD_PRESS;last;;Numeric;;390;KPA;390
ACC000028047;CEQ000439555;7411;22/09/2023 00:59:35;22/09/2023 04:16:13;-22.63948;-50.088223;554.53;269.2;;BC_HYD_PRESS;last;;Numeric;;415;KPA;415
ACC000028047;CEQ000439555;7411;22/09/2023 00:57:35;22/09/2023 04:16:13;-22.640087;-50.08749;563.98;12.3;;BC_HYD_PRESS;last;;Numeric;;5420;KPA;5420
ACC000028047;CEQ000439555;7411;22/09/2023 00:56:34;22/09/2023 04:16:13;-22.641253;-50.08782;560.93;16.6;;BC_HYD_PRESS;last;;Numeric;;4900;KPA;4900
ACC000028047;CEQ000439555;7411;22/09/2023 00:55:34;22/09/2023 04:16:13;-22.642324;-50.08819;561.08;18.9;;BC_HYD_PRESS;last;;Numeric;;6110;KPA;6110
ACC000028047;CEQ000439555;7411;22/09/2023 00:54:34;22/09/2023 04:16:13;-22.64338;-50.088554;560.74;16.6;;BC_HYD_PRESS;last;;Numeric;;3540;KPA;3540
ACC000028047;CEQ000439555;7411;22/09/2023 00:50:34;22/09/2023 04:16:13;-22.645758;-50.08922;558.91;14.8;;BC_HYD_PRESS;last;;Numeric;;3990;KPA;3990
ACC000028047;CEQ000439555;7411;22/09/2023 00:47:33;22/09/2023 04:16:13;-22.646002;-50.08936;561.13;194.3;;BC_HYD_PRESS;last;;Numeric;;4435;KPA;4435
ACC000028047;CEQ000439555;7411;22/09/2023 00:46:33;22/09/2023 04:16:13;-22.645023;-50.089066;563.15;195;;BC_HYD_PRESS;last;;Numeric;;4415;KPA;4415
ACC000028047;CEQ000439555;7411;22/09/2023 00:41:32;22/09/2023 03:45:45;-22.64011;-50.087578;562.45;195.5;;BC_HYD_PRESS;last;;Numeric;;4370;KPA;4370
ACC000028047;CEQ000439555;7411;22/09/2023 00:49:33;22/09/2023 04:16:13;-22.646757;-50.089527;563.35;20.7;;BC_HYD_PRESS;last;;Numeric;;3465;KPA;3465
ACC000028047;CEQ000439555;7411;22/09/2023 00:48:34;22/09/2023 04:16:13;-22.646807;-50.089607;559.87;199.9;;BC_HYD_PRESS;last;;Numeric;;3115;KPA;3115
ACC000028047;CEQ000439555;7411;22/09/2023 00:45:33;22/09/2023 03:54:04;-22.644033;-50.088802;562.56;193.9;;BC_HYD_PRESS;last;;Numeric;;4575;KPA;4575
ACC000028047;CEQ000439555;7411;22/09/2023 00:40:32;22/09/2023 03:45:45;-22.639444;-50.087406;563.77;200.4;;BC_HYD_PRESS;last;;Numeric;;2975;KPA;2975
ACC000028047;CEQ000439555;7411;22/09/2023 00:37:32;22/09/2023 03:45:45;-22.63778;-50.087097;565.36;188.6;;BC_HYD_PRESS;last;;Numeric;;4580;KPA;4580
ACC000028047;CEQ000439555;7411;22/09/2023 00:36:31;22/09/2023 03:45:45;-22.6367;-50.08695;565.93;188.2;;BC_HYD_PRESS;last;;Numeric;;4490;KPA;4490
ACC000028047;CEQ000439555;7411;22/09/2023 01:40:41;22/09/2023 04:44:25;-22.639482;-50.09197;541.53;0;;BC_HYD_PRESS;last;;Numeric;;400;KPA;400
ACC000028047;CEQ000439555;7411;22/09/2023 00:44:33;22/09/2023 03:45:45;-22.643051;-50.088535;561.73;198.5;;BC_HYD_PRESS;last;;Numeric;;4940;KPA;4940
ACC000028047;CEQ000439555;7411;22/09/2023 00:39:32;22/09/2023 03:45:45;-22.639437;-50.087387;564.66;357.8;;BC_HYD_PRESS;last;;Numeric;;1775;KPA;1775
ACC000028047;CEQ000439555;7411;22/09/2023 00:43:33;22/09/2023 03:45:45;-22.642069;-50.088203;563.65;196.5;;BC_HYD_PRESS;last;;Numeric;;4345;KPA;4345
ACC000028047;CEQ000439555;7411;22/09/2023 00:42:33;22/09/2023 03:45:45;-22.641104;-50.087883;563.66;197.4;;BC_HYD_PRESS;last;;Numeric;;4425;KPA;4425
ACC000028047;CEQ000439555;7411;22/09/2023 00:38:32;22/09/2023 03:45:45;-22.638863;-50.087265;563.64;192.7;;BC_HYD_PRESS;last;;Numeric;;5005;KPA;5005
ACC000028047;CEQ000439555;7411;22/09/2023 02:24:04;22/09/2023 05:44:23;-22.63595;-50.09173;550;0;;BC_HYD_PRESS;last;;Numeric;;390;KPA;390
ACC000028047;CEQ000439555;7411;22/09/2023 02:23:04;22/09/2023 05:44:23;-22.635956;-50.091732;549.27;0;;BC_HYD_PRESS;last;;Numeric;;435;KPA;435
ACC000028047;CEQ000439555;7411;22/09/2023 00:29:30;22/09/2023 03:36:10;-22.635277;-50.086678;559.25;12.3;;BC_HYD_PRESS;last;;Numeric;;4450;KPA;4450
ACC000028047;CEQ000439555;7411;22/09/2023 00:33:31;22/09/2023 03:36:10;-22.634045;-50.08673;561.02;291.4;;BC_HYD_PRESS;last;;Numeric;;2910;KPA;2910
ACC000028047;CEQ000439555;7411;22/09/2023 00:22:29;22/09/2023 03:24:49;-22.642054;-50.08814;556.78;18.6;;BC_HYD_PRESS;last;;Numeric;;4630;KPA;4630
ACC000028047;CEQ000439555;7411;22/09/2023 00:21:29;22/09/2023 03:24:49;-22.643057;-50.088467;558.28;17.7;;BC_HYD_PRESS;last;;Numeric;;6265;KPA;6265
ACC000028047;CEQ000439555;7411;22/09/2023 00:32:31;22/09/2023 03:36:10;-22.63449;-50.086594;557.83;357.1;;BC_HYD_PRESS;last;;Numeric;;4715;KPA;4715
ACC000028047;CEQ000439555;7411;22/09/2023 00:26:30;22/09/2023 03:36:10;-22.638287;-50.087124;558.44;10.1;;BC_HYD_PRESS;last;;Numeric;;5095;KPA;5095
ACC000028047;CEQ000439555;7411;22/09/2023 00:20:30;22/09/2023 03:24:49;-22.644009;-50.088757;554.6;14.5;;BC_HYD_PRESS;last;;Numeric;;5765;KPA;5765
ACC000028047;CEQ000439555;7411;22/09/2023 01:20:39;22/09/2023 04:23:28;-22.639036;-50.091908;546.8;188.2;;BC_HYD_PRESS;last;;Numeric;;6970;KPA;6970
ACC000028047;CEQ000439555;7411;22/09/2023 03:07:27;22/09/2023 06:35:18;-22.638075;-50.091785;540.45;0;;BC_HYD_PRESS;last;;Numeric;;300;KPA;300
ACC000028047;CEQ000439555;7411;22/09/2023 04:22:18;22/09/2023 08:23:32;-22.6393;-50.091953;533.99;0;;BC_HYD_PRESS;last;;Numeric;;250;KPA;250
ACC000028047;CEQ000439555;7411;22/09/2023 04:21:18;22/09/2023 08:23:32;-22.63931;-50.091957;534.95;0;;BC_HYD_PRESS;last;;Numeric;;250;KPA;250
ACC000028047;CEQ000439555;7411;22/09/2023 01:25:40;22/09/2023 04:36:16;-22.641983;-50.09272;549.87;203.1;;BC_HYD_PRESS;last;;Numeric;;4745;KPA;4745
ACC000028047;CEQ000439555;7411;22/09/2023 01:24:39;22/09/2023 04:36:16;-22.64115;-50.092426;548.74;198.5;;BC_HYD_PRESS;last;;Numeric;;4645;KPA;4645
ACC000028047;CEQ000439555;7411;22/09/2023 02:54:04;22/09/2023 06:35:18;-22.637968;-50.091763;540.31;187.2;;BC_HYD_PRESS;last;;Numeric;;465;KPA;465
ACC000028047;CEQ000439555;7411;22/09/2023 04:17:17;22/09/2023 08:23:32;-22.639296;-50.09194;534.21;0;;BC_HYD_PRESS;last;;Numeric;;255;KPA;255
ACC000028047;CEQ000439555;7411;22/09/2023 01:23:39;22/09/2023 04:36:16;-22.64037;-50.092175;550.25;196;;BC_HYD_PRESS;last;;Numeric;;4215;KPA;4215
ACC000028047;CEQ000439555;7411;22/09/2023 01:19:38;22/09/2023 04:23:28;-22.638107;-50.09183;542.69;180.5;;BC_HYD_PRESS;last;;Numeric;;5130;KPA;5130
ACC000028047;CEQ000439555;7411;22/09/2023 01:18:39;22/09/2023 04:23:28;-22.637167;-50.091766;545.42;182.6;;BC_HYD_PRESS;last;;Numeric;;8695;KPA;8695
ACC000028047;CEQ000439555;7411;22/09/2023 01:44:57;22/09/2023 04:54:57;-22.639492;-50.091957;539.49;0;;BC_HYD_PRESS;last;;Numeric;;310;KPA;310
ACC000028047;CEQ000439555;7411;22/09/2023 02:50:04;22/09/2023 06:35:18;-22.641129;-50.092327;534.99;18.9;;BC_HYD_PRESS;last;;Numeric;;7030;KPA;7030
ACC000028047;CEQ000439555;7411;22/09/2023 00:28:30;22/09/2023 03:36:10;-22.636278;-50.086857;559.79;8.9;;BC_HYD_PRESS;last;;Numeric;;4680;KPA;4680
ACC000028047;CEQ000439555;7411;22/09/2023 00:27:31;22/09/2023 03:36:10;-22.637264;-50.08698;559.14;7.9;;BC_HYD_PRESS;last;;Numeric;;4340;KPA;4340
ACC000028047;CEQ000439555;7411;22/09/2023 04:16:17;22/09/2023 08:23:32;-22.639297;-50.091938;533.76;0;;BC_HYD_PRESS;last;;Numeric;;245;KPA;245
ACC000028047;CEQ000439555;7411;21/09/2023 23:37:14;22/09/2023 03:06:53;-22.639275;-50.087345;554.24;9.7;;BC_HYD_PRESS;last;;Numeric;;5590;KPA;5590
ACC000028047;CEQ000439555;7411;22/09/2023 04:20:17;22/09/2023 08:23:32;-22.639297;-50.09196;535.03;0;;BC_HYD_PRESS;last;;Numeric;;250;KPA;250
ACC000028047;CEQ000439555;7411;22/09/2023 04:27:19;22/09/2023 08:23:32;-22.6393;-50.091957;532.97;0;;BC_HYD_PRESS;last;;Numeric;;245;KPA;245
ACC000028047;CEQ000439555;7411;22/09/2023 04:26:19;22/09/2023 08:23:32;-22.639301;-50.091957;532.82;0;;BC_HYD_PRESS;last;;Numeric;;245;KPA;245
ACC000028047;CEQ000439555;7411;22/09/2023 02:07:01;22/09/2023 05:14:37;-22.64126;-50.09248;535.38;198;;BC_HYD_PRESS;last;;Numeric;;5385;KPA;5385
ACC000028047;CEQ000439555;7411;22/09/2023 02:04:01;22/09/2023 05:14:37;-22.639288;-50.092022;535.7;190.5;;BC_HYD_PRESS;last;;Numeric;;3415;KPA;3415
ACC000028047;CEQ000439555;7411;22/09/2023 02:18:02;22/09/2023 05:44:23;-22.63923;-50.091877;549.52;4.2;;BC_HYD_PRESS;last;;Numeric;;4580;KPA;4580
ACC000028047;CEQ000439555;7411;22/09/2023 04:19:18;22/09/2023 08:23:32;-22.639294;-50.091957;535.07;0;;BC_HYD_PRESS;last;;Numeric;;245;KPA;245
ACC000028047;CEQ000439555;7411;22/09/2023 04:18:18;22/09/2023 08:23:32;-22.6393;-50.091946;534.66;0;;BC_HYD_PRESS;last;;Numeric;;250;KPA;250
ACC000028047;CEQ000439555;7411;22/09/2023 04:15:17;22/09/2023 08:23:32;-22.639297;-50.091934;533.03;0;;BC_HYD_PRESS;last;;Numeric;;255;KPA;255
ACC000028047;CEQ000439555;7411;22/09/2023 04:14:17;22/09/2023 08:23:32;-22.6393;-50.091938;531.83;0;;BC_HYD_PRESS;last;;Numeric;;250;KPA;250
